ANTELACION_DIAS,HOTEL_SIZE,ADR,NOCHES,NENES,BEBES,STATUS_BOOL,SEGMENTO_COD,PAIS_AGRUPADO_COD,HABITACION_LIMPIA_COD,GRUPO_TIPO_COD,FUENTE_NEGOCIO_DIRECT SALES,FUENTE_NEGOCIO_E-COMMERCE,FUENTE_NEGOCIO_OTHERS,FUENTE_NEGOCIO_T.O. / T.A.,PAX_TIPO_PAREJAS,PAX_TIPO_SINGLE,TEMPORADA_BAJA,TEMPORADA_MEDIA,DISTANCIA_LARGO,DISTANCIA_MEDIO,DISTANCIA_NO INFO
37,GRANDE,356.81,4,2,0,1,0.375496596876965,0.3177865364253255,0.3975930893786635,0,True,False,False,False,False,False,False,False,False,False,False
3,GRANDE,548.09,7,2,0,0,0.375496596876965,0.3082210965283459,0.3536763452541139,0,True,False,False,False,False,False,False,False,False,True,False
190,GRANDE,155.4,7,0,0,0,0.375496596876965,0.3082210965283459,0.5024373692280311,0,True,False,False,False,True,False,True,False,False,True,False
28,GRANDE,173.79999999999998,3,0,0,0,0.375496596876965,0.270723535097418,0.3464035816116707,0,True,False,False,False,True,False,False,True,False,True,False
232,GRANDE,501.9,5,0,0,0,0.375496596876965,0.3082210965283459,0.3975930893786635,0,True,False,False,False,True,False,False,False,False,True,False
92,GRANDE,189.8,8,0,0,1,0.375496596876965,0.2833681195308087,0.3464035816116707,0,True,False,False,False,True,False,False,True,True,False,False
26,GRANDE,154.0,7,2,0,0,0.375496596876965,0.3082210965283459,0.3536763452541139,0,True,False,False,False,False,False,False,False,False,True,False
259,GRANDE,233.46,10,0,0,0,0.375496596876965,0.4426721252232782,0.3975930893786635,0,True,False,False,False,True,False,False,True,True,False,False
350,GRANDE,187.0,7,0,0,1,0.375496596876965,0.4426721252232782,0.3975930893786635,0,True,False,False,False,True,False,False,True,False,False,True
144,GRANDE,179.56,7,1,0,1,0.375496596876965,0.3082210965283459,0.3464035816116707,0,True,False,False,False,True,False,False,False,False,True,False
40,GRANDE,109.36,7,0,0,1,0.375496596876965,0.4235103291852269,0.3975930893786635,0,True,False,False,False,False,False,False,False,False,False,False
22,GRANDE,300.8,8,0,0,1,0.375496596876965,0.4235103291852269,0.3536763452541139,0,True,False,False,False,True,False,False,False,False,False,False
529,GRANDE,367.2,14,1,0,1,0.375496596876965,0.4235103291852269,0.5024373692280311,0,True,False,False,False,False,False,True,False,False,False,False
103,GRANDE,273.0,14,1,0,1,0.375496596876965,0.4426721252232782,0.3975930893786635,0,True,False,False,False,False,False,True,False,True,False,False
344,GRANDE,253.5,7,0,0,1,0.375496596876965,0.4235103291852269,0.3975930893786635,0,True,False,False,False,True,False,False,True,False,False,False
227,GRANDE,202.9,14,0,0,1,0.375496596876965,0.4488558862852849,0.3464035816116707,0,True,False,False,False,True,False,False,False,False,True,False
51,GRANDE,293.19,4,1,0,1,0.375496596876965,0.4426721252232782,0.3975930893786635,0,True,False,False,False,False,False,True,False,False,True,False
186,GRANDE,323.34,4,0,0,1,0.375496596876965,0.4235103291852269,0.3975930893786635,0,True,False,False,False,True,False,True,False,False,False,False
40,GRANDE,854.6851485148516,7,2,0,1,0.4785470697023485,0.4426721252232782,0.3975930893786635,0,False,True,False,False,False,False,True,False,False,False,True
36,GRANDE,432.77,6,0,0,1,0.375496596876965,0.4235103291852269,0.3975930893786635,0,False,False,False,False,True,False,False,False,False,False,False
123,GRANDE,191.802105263158,2,0,0,1,0.375496596876965,0.3177865364253255,0.3975930893786635,0,False,False,False,True,True,False,True,False,False,False,False
185,GRANDE,109.36,7,0,0,1,0.375496596876965,0.4235103291852269,0.3464035816116707,0,False,False,False,True,True,False,True,False,False,False,False
792,GRANDE,184.25,7,0,0,1,0.375496596876965,0.4488558862852849,0.3975930893786635,0,False,False,False,False,False,False,True,False,False,True,False
29,GRANDE,204.0110526315789,2,0,0,0,0.2140428994091968,0.3177865364253255,0.3975930893786635,1,True,False,False,False,False,True,True,False,False,False,False
9,GRANDE,126.0,7,0,0,0,0.3659447572876302,0.4426721252232782,0.3975930893786635,0,True,False,False,False,True,False,False,True,False,False,True
46,GRANDE,430.24,4,0,0,0,0.3823853976768591,0.3082210965283459,0.3975930893786635,0,False,True,False,False,True,False,False,False,False,True,False
70,GRANDE,217.5,5,0,0,0,0.2140428994091968,0.4426721252232782,0.3975930893786635,1,True,False,False,False,False,True,False,False,False,True,False
17,GRANDE,635.02,3,0,0,0,0.3823853976768591,0.4235103291852269,0.3975930893786635,0,False,True,False,False,True,False,False,False,False,False,False
400,GRANDE,134.0,14,0,0,0,0.375496596876965,0.3082210965283459,0.3973135510480495,0,False,False,False,True,True,False,False,False,False,True,False
6,GRANDE,247.5,3,0,0,0,0.2140428994091968,0.2491549324074749,0.3975930893786635,1,True,False,False,False,False,True,False,False,False,False,False
167,GRANDE,439.06,4,0,0,0,0.4785470697023485,0.4235103291852269,0.3975930893786635,0,False,True,False,False,True,False,False,False,False,False,False
232,GRANDE,114.0,7,0,0,0,0.375496596876965,0.3082210965283459,0.3973135510480495,0,False,False,False,True,True,False,False,False,False,True,False
181,GRANDE,54.68,9,0,0,0,0.375496596876965,0.4426721252232782,0.3464035816116707,0,False,False,False,True,True,False,False,False,False,True,False
164,GRANDE,507.87,5,1,0,0,0.4785470697023485,0.4235103291852269,0.3973135510480495,0,False,True,False,False,False,False,False,False,False,False,False
66,GRANDE,324.19263157894744,4,0,0,1,0.375496596876965,0.3177865364253255,0.3975930893786635,0,False,False,False,False,True,False,False,False,False,False,False
85,GRANDE,271.0,5,0,0,0,0.2140428994091968,0.4235103291852269,0.3464035816116707,1,True,False,False,False,True,False,True,False,False,False,False
50,GRANDE,108.76,7,0,0,0,0.375496596876965,0.2833681195308087,0.3464035816116707,0,False,True,False,False,True,False,True,False,True,False,False
